Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Amhara,G-ETH025,Medje,Medje,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,12.075,37.709,LOCATION IS UNKNOWN AND APPROXIMATED TO THE SITE IT WAS FOUND AT,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Cann, J. R., and Colin Renfrew. 1964. Characterization of Obsidian and its Application to the Mediterranean Region. The Prehistory Society 8:111-112. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Ethiopia,G-ETH026,Meiso,Meiso,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,,,,,Main Ethiopia RIft,Medium,Obsidian,"""A medium quality obsidian not exploited prehistorically (Negash and Shackley 2006).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Ethiopia,G-ETH027,Sidama,Sidama,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,,,,,Main Ethiopia RIft,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Ethiopia,G-ETH028,Soddo,Soddo,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,,,,,Main Ethiopia RIft,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Ethiopia,G-ETH029,Sodoma Misra Goro,Sodoma Misra Goro,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,,,,,Main Ethiopia RIft,Medium,Obsidian,"""A medium quality obsidian not exploited prehistorically (Negash and Shackley 2006).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Oromia,G-ETH030,Worja,Worja,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,7.953,38.661,,,Main Ethiopia RIft,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, Francis H., Charles Rid, and Agazi Negash. 2009. Possible Isotopic Fractionation of Argon in Source Obsidians and Archaeological Artifacts from Kulkuletti, Ethiopia. Journal of Archaeological Science 36:2119-2124. ; Shackley, Steven M., and Yonatan Sahle. 2017. Geochemical Characterization of Four Quaternary Obsidian Sources and Provenance of Obsidian Artifacts from the Middle Stone Age Site of Gademotta, Main Ethiopian RIft. Geoarchaeology: An International Journal 32:302-310. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Ethiopia,G-ETH031,Wuriandi,Wuriandi,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,,,,,Main Ethiopia RIft,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Afar,G-ETH032,Nabro,Nabro,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,12.944,41.619,LOCATION ONLY,,Afar Triangle,,Obsidian,,,,"""Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Ethiopia,Afar,G-ETH033,Dubbi,Dubbi,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,13.251,41.581,LOCATION ONLY,,Afar Triangle,,Obsidian,,,,"""Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN001,Akira,Akira,,0.002,0.002,Pyroclastic Cone,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.985,36.312,,Ol Karia/South Lake Naivasha,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Baringo,G-KEN002,Bogoria South,Bogoria South 1 and 2,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.2765,36.1905,,Nakuru/Elementeita Area,East Rift,,Obsidian,,,"""Literature suggests an alternate name for this source includes Bogoria (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN004,Cedar Hill,Cedar Hill,,0,0,Volcanic Complex,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.585,36.247,,Mount Eburu/West Lake Naivasha,East Rift,,Obsidian,,,"""Literature suggests an alternate name for this source includes Eburru Station (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN005,Cedar Hill South,Cedar Hill South,,0,0,Volcanic Complex,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.703,36.28,,Mount Eburu/West Lake Naivasha,East Rift,,Obsidian,,,"""Literature suggests alternate names for this source include Eburu Station West and Naivasha Scarp 2 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN006,Elementeita,Elementeita,,0,0,Volcanic Complex,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.557,36.264,,Mount Eburu/West Lake Naivasha,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Turkana,G-KEN007,Emuruangogolak,Emuruangogolak,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,1.05,36.33,,Baringo,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Kiambu,G-KEN008,Gacharage,Gacharage,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.926,36.78,,Lukenya Hill,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Kenya,G-KEN009,Gicheru,Gicheru #1 and #2,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,,,,Southern Kenya Rift Valley,East Rift,,Obsidian,,,"""Literature suggests an alternate name for this source includes Kedong Escarpment (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN011,Gilgil,Gilgil,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.544,36.341,,Nakuru/Elementeita Area,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN012,GsJj 50,GsJj 50,,0,0,Volcanic Complex,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.631,36.254,,Mount Eburu/West Lake Naivasha,East Rift,,Obsidian,,,"""Literature suggests alternate names for this source include Eburru steam jet and Eburu GsJj 50 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN013,GsJj 52,GsJj 52,,0,0,Volcanic Complex,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.615,36.311,,Mount Eburu/West Lake Naivasha,East Rift,,Obsidian,,,"""Literature suggests alternate names for this source include Eburru steam jet and Eburu GsJj 52 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN014,Hyrax Hill,Hyrax Hill,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.28,36.103,,Nakuru/Elementeita Area,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN015,Isirkon,Isirkon,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.313,36.12,,Nakuru/Elementeita Area,East Rift,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Nakuru,G-KEN016,Kampi ya Moto,Kampi ya Moto,,,,,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,-0.12,35.954,,Nakuru/Elementeita Area,East Rift,,Obsidian,,,"""Literature suggests an alternate name for this source includes McCall's Siding (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791.""",,,,,,,,,,,,,,,,,,,
Africa,African Rift,African Rift,Kenya,Baringo,G-KEN017,Kampi ya Samaki,Kampi ya Samaki,,0,0,Shield,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,0.631,36.022,,Baringo,East Rift,,Obsidian,,,"""Literature suggests an alternate name for this source includes Karau (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brown, F. H., B. P. Nash, D. P. Fernandez, H. V. Merrick, and R. J. Thomas. 2013. Geochemical Composition of Source Obsidians from Kenya. Journal of Archaeological Science 40:3233-3251. ; Ebinger, C. J., and N. H. Sleep. 1998. Cenozoic Magmatism Throughout East Africa Resulting from the Impact of a Single Plume. Nature 395:788-791. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
